Id;Ingredientes;UltActualizacion
6082546;Harina de trigo, agua, azúcar, levadura, sal, aceite vegetal (girasol), gluten de trigo, emulgentes (E-472e, E-471, E-481), conservadores (E-282, E-200, E-202), corrector de acidez (E-270), agente de tratamiento de la harina (E-300, E-920). Puede contener trazas de semillas de sésamo y/o soja.;09/11/2019 02:02:17
6082545;Harina de trigo, agua, levadura, aceite vegetal (girasol), sal, conservadores (E 282, E 200), emulgentes (E 471, E 472e), vinagre de vino, harina de haba, almidón de trigo y maíz, agentes de tratamiento de la harina (E 300, E 341). Puede contener semillas de sésamo y/o soja.;09/11/2019 02:02:21
6080640;Harina de trigo, agua, levadura, aceite vegetal (girasol), azúcar, sal, gluten de trigo, almidón de maíz, emulgentes (E-471, E-481, E-472e), conservadores (E-282, E-200), vinagre de vino, harina de haba, agente de tratamiento de la harina (E-300, E-341). Puede contener semillas de sésamo y/o soja.;09/11/2019 02:02:25
6082553;Harina de TRIGO (58%), agua, levadura, azúcar, aceite de girasol (1%), sal, emulgentes: E 471 y E 481 (contienen TRIGO), conservadores (E 282, E 200), vinagre, estabilizante: goma guar (contiene TRIGO), aroma, agente de tratamiento de la harina: ácido ascórbico (contiene TRIGO). Puede contener SÉSAMO, LECHE, SOJA.;09/11/2019 02:02:29
6080796;Harina de TRIGO, agua, levadura, aceite de girasol (1%), azúcar, sal, emulgentes: E 471 y E 481 (contienen TRIGO), conservadores (E 282, E 200), vinagre, estabilizante: goma guar (contiene TRIGO), aroma, agente de tratamiento de la harina: ácido ascórbico (contiene TRIGO). Puede contener LECHE, SOJA.;09/11/2019 02:02:33
6082683;Harina integral de trigo, agua, harina de trigo, levadura, y otros microorganismos naturales (L.brevis, P.shermanii), gluten de trigo, azúcar, aceite de oliva refinado (1,1%), sal, harina de centeno, harina de soja. Puede contener semillas de sésamo.;09/11/2019 02:02:37
6082691;Harina integral de trigo (30%), harina de trigo, agua, levadura, aceite de oliva virgen extra (1%), gluten de trigo, azúcar, sal, fibra de avena, emulgentes (E-471 y E-481), conservadores (E-282 y E-200), estabilizante (E-412), agente de tratamiento de la harina: ácido ascórbico y aroma. Puede contener trazas de   frutos de cáscara, huevos, leche, soja, sésamo y/o productos derivados.;09/11/2019 02:02:41
6082681;Harina de trigo, harina integral de trigo (29%), agua, azúcar, levadura, sal, aceite de oliva virgen extra (1%), aceite de girasol, fibra de avena, emulgentes (E-481 y E-471), gluten de trigo, conservadores (E-282 y E-200), estabilizante (goma guar), agente de tratamiento de la harina (ácido ascórbico) y aroma. Puede contener trazas de frutos de cáscara, huevos, leche, soja, sésamo y/o productos derivados.;09/11/2019 02:02:45
6082680;Harina integral de TRIGO (54%), agua, levadura, aceite de oliva, gluten de TRIGO, fibra vegetal, harina de CEBADA malteada                         integral (0,9%), sal, vinagre, emulgentes: E 471, E 472          e (contienen TRIGO), conservadores (E 200, E 282), aroma, agente de tratamiento de la harina: ác        ido ascórbico (contiene TRIGO).Puede contener SÉSAMO, LECHE, SOJA.;09/11/2019 02:02:49
6082679;"Masa madre 25% (harina de arroz, agua), almidón de maíz, agua, harina de arroz, semillas de girasol 6,5%, semillas de lino 6,5%, fibra vegetal (psyllium), harina de quinoa 2,6%, extracto de manzana, levadura, harina de sorgo 2,4%, aceite de girasol, espesante: hidroxipropilmetilcelulosa; harina de castaña 1,0%, sal, azúcar caramelizado. Puede contener soja y altramuz.";09/11/2019 02:02:53
6080789;Harina integral de trigo, agua, harina de trigo, levadura, gluten de trigo, harina integral de trigo espelta (1,4%), semillas de quinoa blanca (1,4%), copos de avena (1,4%), azúcar, aceite vegetal (girasol), harina de centeno (0,8%), semillas de linaza (0,8%), harina de cebada malteada (0,8%), sal, harina integral de triticcale (0,5%), centeno troceado (0,5%), semillas de sésamo (0,5%), almidón de maíz, emulgentes (E 471, E 472e, E 481), mijo (0,5%), conservadores (E 282, E 200), semola de arroz (0,5%), semola de alforfón (0,5%), semillas de girasol (0,3%), vinagre de vino, agente de tratamiento de la harina (E 300, E 341, E 920). Puede contener soja.;09/11/2019 02:02:57
6080711;Harina integral de trigo, agua, levadura, harina de trigo, gluten de trigo, azúcar, aceite vegetal (girasol), harina de centeno (1.2%), copos de avena (1%), semillas de linaza, harina de cebada malteada (1%), sal, harina integral de triticale (0.5%), centeno troceado (0.4%), semillas de girasol, semillas de sésamo, mijo (0.05%), sémola de arroz (0.05%), sémola de alforfón (0.05%), emulgentes (E-481, E-472e), conservadores (E-282, E-200, E-202), vinagre de vino, corrector de acidez (E-341), agente de tratamiento de la harina (E-300). Puede contener trazas de soja.;09/11/2019 02:03:01
6082619;Harina integral de trigo, agua, harina de trigo, levadura, gluten de trigo, azúcar, aceite vegetal (girasol), sal, harina de cebada malteada, almidón de maíz, emulgentes (E 471, E 472e, E 481), vinagre de vino, conservadores (E 282, E 200), agente de tratamiento de la harina (E 300, E 341, E 920). Puede contener sésamo y/o soja.;09/11/2019 02:03:05
6080716;Harina integral de trigo, agua, harina de trigo, levadura y otros microorganismos naturales (L.brevis, P.shermanii), gluten de trigo, azúcar, aceite de oliva refinado (1.1%), sal, harina de centeno, harina de soja. Puede contener semillas de sésamo.;09/11/2019 02:03:09
6082678;Harina integral de trigo (31%), harina de TRIGO, agua, levadura, gluten de trigo, aceite vegetal (girasol), azúcar, sal, emulgentes (E 481, E 472e), vinagre de vino, conservadores (E 282, E 200), harina de haba, agentes de tratamiento de la harina (E 300, E 920, E 341). Puede contener soja y/o semillas de sésamo.;09/11/2019 02:03:13
1900172;Harina de trigo, agua, mezcla de cereales y semillas (10%) [copos de avena, harina integral de triticale, harina de centeno, harina de avena, harina de trigo khorasan, harina de trigo, harina malteada de cebada, linaza, sémola de maíz, harina de alforfón, harina gruesa de espelta, harina pregelatinizada de arroz, granos de girasol, salvado de soja, mijo, masa madre de centeno deshidratada, semillas de sésamo y sal], azúcar, salvado de trigo, copos de avena, aceites vegetales (girasol, soja) en proporción variable, aceite de oliva virgen extra (1%), sal, gluten de trigo, extracto vegetal, aroma natural, levadura, suero de leche en polvo y aroma. Puede contener frutos de cáscara, huevos y/o productos derivados.;09/11/2019 02:03:17
1900173;Harina de trigo, agua, harina de centeno malteado tostado (12%), mezcla de cereales y semillas (6%) [harina de centeno integral, harina de cebada malteada, pipas de calabaza, pipas de girasol, sésamo, copos de avena, lino dorado, lino marrón, harina de centeno tostado, mijo], harina de cebada malteada tostada, levadura, gluten de trigo, sal, aceite refinado de girasol (0,8%), extracto vegetal, aroma natural, azúcar y aroma. Puede contener frutos de cáscara, huevos, leche, soja y/o productos derivados.;09/11/2019 02:03:21
1900165;Harina integral de trigo, agua, harina de trigo (24%), gluten de trigo, levadura, azúcar, arándanos desecados (2,3%), semillas de lino marrón (1,9%), aceite vegetal (girasol), sal, semillas de girasol (0,6%), copos de avena (0,6%), semillas de chía (salvia hispanica) (0,4%), semillas de lino dorado (0,4%), conservadores (E 282, E 200, E 202), frambuesa desecada (0,24%), vinagre de vino, emulgentes (E 481, E 472e), agente de tratamiento de la harina (E 300, E 341). Puede contener semillas de sésamo y/o soja.;09/11/2019 02:03:25
1900171;Harina integral de trigo, agua, levadura, harina de trigo, semillas de girasol (3.5%), azúcar, gluten de trigo, avena troceada, semillas de sésamo, semillas de calabaza (2,0%), semillas de amapola (1,7%), aceite vegetal (girasol), sal, conservadores (E-282, E-200, E-202), vinagre de vino, emulgentes (E-481, E-472e), agente de tratamiento de la harina (E-300, E-341). Puede contener soja.;09/11/2019 02:03:30
1900168;Harina de trigo, agua, masa madre de trigo (9%), semillas de linaza (4%), semolina de trigo(3,7%), harina de centeno (3,5%), levadura y otros microorganismos naturales (L.brevis y P.shermanii), semillas de lino amarillo (2%), copos de centeno (1,2%), aceite de oliva refinado (1%), harina de maíz (1%), sal, fibra de trigo, semillas de calabaza troceadas, copos de patata, espelta troceada (0,7%), copos de avena (0,7%), semillas de girasol (0,4%), gluten de trigo, harina de semillas de calabaza, germen de trigo, alforfón troceado (0,3%), semillas de sésamo (0,3%).;09/11/2019 02:03:33
6082550;Harina de trigo, agua, masa madre de trigo (10%), harina de centeno, levadura y otros microorganismos naturales (L.brevis y P.shermanii), semolina de trigo, sal, harina de maíz, aceite de oliva refinado (0,5%), vinagre de vino, aroma natural. Puede contener semillas de sésamo.;09/11/2019 02:03:38
6082687;Harina de trigo, agua, masa madre de trigo (9%), harina de centeno (3,3%), semillas de linaza (3,2%), levadura y otros microorganismos naturales (L.brevis y P.shermanii), sal, semillas de lino amarillo (1,4%), semolina de trigo (1,2%), copos de centeno (1,1%), aceite de oliva refinado (1%), harina de maíz (0,9%), semillas de calabaza troceadas, fibra de trigo, copos de patatas, espelta troceada (0,7%), copos de avena (0,7%), gluten de trigo, harina de semillas de calabaza, germén de trigo, semillas de girasol (0,1%), alforfón troceado (0,1%), semillas de sésamo (0,1%).;09/11/2019 02:03:42
1900167;Harina integral de trigo, agua, masa madre de trigo (10%), harina de trigo, levadura y otros microorganismos naturales (L.brevis y P.shermanii), harina de centeno, semillas de quinoa (2,1%), semillas de chía (1,8%), aceite de oliva refinado (1%), sal, harina de maíz, harina de espelta (0,7%), gluten de trigo, harina de cebada malteada. Puede contener trazas de semillas de sésamo.;09/11/2019 02:03:46
1900160;Harina de trigo, agua, masa madre de trigo (11%), harina de centeno (3,4%), copos de avena (1,8%), levadura y otros microorganismos naturales (L.brevis y P.shermanii), semillas de girasol (1,3%), sal, semillas de calabaza troceadas (1%), aceite vegetal (girasol), extracto de cebada malteada, vinagre de vino, harina de maíz. Puede contener semillas de sésamo.;09/11/2019 02:03:50
1900189;Harina integral de trigo, agua, harina de trigo, azúcar, levadura, semillas de girasol (3,6%), gluten de trigo, aceite vegetal (girasol), trigo troceado (2,7%), centeno troceado (2,5%), sal, sémola de maíz (1,3%), copos de avena (0,8%), conservadores (E-282, E-200, E-202), emulgentes (E-481, E-472e), vinagre de vino, avena troceada (0,4%), arroz integral troceado (0,4%), copos de cebada (0,2%), semillas de lino marrón (0,2%), mijo (0,2%), triticale troceado (0,1%), harina de trigo espelta (0,1%), harina de alforfón (0,1%), agente de tratamiento de la harina (E-300, E-341). Puede contener soja y/o semillas de sésamo.;09/11/2019 02:03:54
1900190;Harina integral de trigo, agua, harina de trigo, azúcar, gluten de trigo, levadura, aceite vegetal (girasol), semillas de sésamo (2,1%), sal, semilla de lino marrón (1,4%), conservadores (E-282, E-200, E-202), emulgentes (E-481, E-472e), vinagre de vino, salvado de soja (0,24%), agente de tratamiento de la harina (E-300, E-341).;09/11/2019 02:03:58
6895080;Harinas (42%) (trigo, centeno, cebada, arroz y avena), agua, pepitas de chocolate con leche (12%) (azúcar, leche en polvo, manteca de cacao, pasta de cacao, lactosa, emulgente (lecitina de girasol), aroma (vainillina)), huevo líquido pasteurizado, jarabe de glucosa y fructosa, grasa vegetal (palma), azúcar, aceite vegetal (soja), leche desnatada en polvo (2,7%)*, emulgentes (monoglicéridos y diglicéridos de ácidos grasos, E 472e (trigo), E 481 (trigo)), aromas (trigo), levadura, sal, gluten de trigo, agente de tratamiento de la harina (E 300)(trigo) y antioxidante (E 306). *Equivalente a un 20% de leche desnatada reconstituida.;09/11/2019 02:04:02
6095703;Harinas (53%) (TRIGO, arroz, CENTENO, AVENA, CEBADA), pepitas de chocolate (14%) (azúcar, pasta de cacao, manteca de cacao, emulgente (lecitina de girasol), aroma), agua, HUEVO líquido, aceite vegetal (soja), jarabe de glucosa y fructosa, azúcar, levadura, emulgente (monoglicéridos y diglicéridos de ácidos grasos), sal, gluten de TRIGO, agente de tratamiento de la harina (ácido ascórbico) aroma. Puede contener LECHE.;09/11/2019 02:04:06
6082104;Harina de trigo (60%), agua, jarabe de glu         cosa y fructosa, aceite vegetal (girasol), levadura, sal, sésamo (1,7%), suero de leche           en polvo, dextrosa, vinagre de vino, gluten de        trigo, emulgentes (E 471, E 472e, E 481), conservadores (E 200, E 282), conservador (E 282), antioxidante        (E 300), estabilizante (E 412). Puede contener frutos de cáscara,soja,huevo.;09/11/2019 02:04:10
6080766;Harina de trigo, agua, levadura, azúcar, aceite vegetal (girasol), sal, gluten de trigo, conservadores (E-282, E-200, E-202), emulgentes (E-471, E-472e, E-481), vinagre de vino, harina de haba, corrector de acidez (E-341), estabilizante (E-466), agente de tratamiento de la harina (E-300). Puede contener huevo y/o semillas de sésamo y/o leche y/o soja.;09/11/2019 02:04:14
6080762;Harina de trigo, agua, levadura, azúcar, aceite vegetal (girasol), sal, semillas de sésamo (2%), gluten de trigo, conservadores (E-282, E-200, E-202), harina de haba, vinagre de vino, emulgentes (E-471, E-472e, E-481), corrector de acidez (E-341), estabilizante (E-466), agente de tratamiento de la harina (E-300). Puede contener    huevo y/o leche y/o soja.;09/11/2019 02:04:18
6082087;Harina de trigo, agua, pepitas de chocolate con leche (10%) (azúcar, leche entera en polvo, manteca de cacao, pasta de cacao, lactosa, emulgente (lecitina de girasol), aroma), grasa vegetal (palma), azúcar, jarabe de glucosa y fructosa, huevo líquido pasteurizado, leche desnatada en polvo, aromas, gluten de trigo, emulgente (E 471), levadura, proteína de la leche, sal y antioxidante (extracto rico en tocoferoles).;09/11/2019 02:04:22
6082179;Harina de trigo, agua, azúcar, levadura, suero de leche en polvo, aceite de girasol (3%), sal, semillas de sésamo, gluten de trigo, emulgentes (E-481, E-471 y E-435), conservadores (E-200, E-282 y E-202), estabilizante (goma guar), aromas, corrector de acidez (E-262) y agente de tratamiento de la harina (ácido ascórbico). Puede contener trazas de frutos de cáscara, huevos, soja y/o productos derivados.;09/11/2019 02:04:27
6082183;Harina de trigo, agua, azúcar, suero de leche en polvo, aceite de girasol (3%), levadura, sal, fibra de avena, gluten de trigo, emulgentes (E-481 y E-471), conservadores (E-200, E-282 y E-202), estabilizante (goma guar), aromas, corrector de acidez (E-262) y agente de tratamiento de la harina (ácido ascórbico). Puede contener trazas de frutos de cáscara, huevos, soja, sésamo y/o productos derivados.;09/11/2019 02:04:31
6082171;Harina de trigo (gluten), mezcla de cereales y semillas (12%) (copos de avena (gluten), semillas de girasol, semillas de sésamo, linaza marrón, harina de trigo (gluten), harina malteada de cebada (gluten), linaza, sémola de maíz, salvado de soja, harina de centeno (gluten), harina integral de tríticale (gluten), masa madre de centeno deshidratada (gluten), harina de avena (gluten), sal, harina de alforfón, harina gruesa de espelta (gluten), harina pregelatinizada de arroz y mijo], agua, azúcar, aceite de colza, levadura, sal, salvado de trigo (gluten), gluten de trigo, emulgentes (E481, E471 y E435), conservadores (E282, E200, E202), agente de tratamiento de la harina (ácido ascórbico), corrector de acidez (E262) y aroma. Puede contener frutos de cáscara, huevos, leche y/o productos derivados.;09/11/2019 02:04:35
6082172;Harina de trigo (gluten), agua, semillas de sésamo, azúcar, suero de leche en polvo, aceites vegetales (girasol, soja) en proporción variable, levadura, sal, gluten de trigo, emulgentes (E471, E481 y E435), conservadores (E282, E200 y E202), aromas, agente de tratamiento de la harina (ácido ascórbico), corrector de acidez (E262) y estabilizante (goma guar). Puede contener frutos de cáscara, huevos, soja y/o productos derivados.;09/11/2019 02:04:39
6082189;Harina integral de trigo, agua, levadura, salvado de trigo (5,4%), gluten de trigo, azúcar, espesantes (E 460, E 1200, E 415, E 466), sal, aceite vegetal (girasol), conservadores (E 282, E 200), emulgentes (E 471, E 472e), acidulante (E 330), agente de tratamiento de la harina (E 300). Puede contener semillas de sésamoy/o soja.;09/11/2019 02:04:43
6082188;Harina integral de trigo, agua, espesantes (E-460, E-1200, E-415, E-466), levadura, gluten de trigo, azúcar, sal, aceite vegetal (girasol), emulgente (E-471, E-472e), conservadores (E-282, E-200), trigo troceado (0,3%), sémola de maiz (0,3%), copos de avena (0,3%), centeno troceado (0,3%), copos de trigo (0,25%), copos de centeno (0,2%) acidulante (E-330), antioxidante (E-300), almidón de trigo, semillas de mijo (0,05%), copos de cebada (0,05%), triticale troceado (0,05%), arroz integral troceado (0,05%), semillas de lino marrón. Puede contener semillas de sésamo.;09/11/2019 02:04:47
6082169;Harina integral de trigo, agua, levadura, gluten de trigo, azúcar, espesantes (E 460, E 1200, E 415, E 466), salvado de trigo (2,5%), proteína de soja, sal, aceite vegetal (girasol), copos de avena (0,5%), conservadores (E282, E 200), emulgentes (E 471, E 472e), acidulante (E 330), agente de tratamiento de la harina (E 300). Puede contener semillas de sésamo.;09/11/2019 02:04:51
6082164;Harina de trigo, agua, masa madre de trigo (12%), semillas de linaza (5.2%), harina de centeno (3.4%), levadura y otros microorganismos naturales (L.brevis y P.shermanii), harina de maíz (1.4%), aceite vegetal (girasol), sal, copos de centeno (1%), fibra de trigo, copos de avena (0.7%), copos de patata, trigo espelta troceado (0.7%), semillas de calabaza troceadas (0.6%), semillas de girasol (0.5%), gluten de trigo, cebada troceada (0.3%), semillas de sésamo (0.3%), vinagre de vino.;09/11/2019 02:04:55
6082191;Harina de trigo, aceite vegetal (girasol) 5,2%, azúcar, levadura, sal, agente de tratamiento de la harina (E 300). Puede contener semillas de sésamo y/o leche.;09/11/2019 02:05:00
6082165;Harina de trigo, aga, azúcar, levadura, aceite vegetal (girasol), sal, conservadores (E 282, E 200, E 202), emulgentes (E 471, E 481), vinagre de vino, corrector de acidez (E 341), agente de tratamiento de la harina (E 300). Puede contener huevo y/o semillas de sésamo y/o leche y/o soja;09/11/2019 02:05:05
6082170;Harina de trigo (gluten), agua, salvado de trigo (gluten), mezcla de cereales y semillas (7%) (copos de avena (gluten), mijo, semillas de sésamo, lino marrón, harina de triticale (gluten), harina de centeno (gluten), harina de avena (gluten), harina gruesa de espelta (gluten), harina de alforfón, harina pregelatinizada de arroz, sémola de maíz, harina de trigo (gluten), harina malteada de cebada (gluten), linaza, granos de girasol, salvado de soja, masa madre de centeno deshidratada (gluten) y sal], azúcar, aceite de oliva virgen extra, maltodextrina en polvo, fibra de avena (gluten), gluten de trigo, almidón modificado de maíz, levadura, sal, conservadores (E200, E282 y E202), emulgentes (E481 y E471), espesante (goma xantana), agente de tratamiento de la harina (ácido ascórbico=, estabilizante (E412), acidulante (ácido cítrico) y aroma. Puede contener frutos de cáscara, huevos, leche y/o productos derivados.;09/11/2019 02:05:09
1900159;"Almidón de maíz, masa madre 19% (harina de arroz, agua), agua, jarabe de arroz, harina de arroz, aceite de girasol, fibras vegetales (psyllium, bambú), almidón de arroz, proteína de soja, azúcar, espesante: hidroxipropilmetilcelulosa; levadura, sal. Sin lactosa.";09/11/2019 02:05:13
6092167;Harina integral de trigo (52%), harina de trigo, levadura, jarabe de glucosa y fructosa, aceite vegetal (girasol), gluten de trigo, sal, agente de tratamiento de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara, leche, huevos y semillas de sésamo.;09/11/2019 02:05:17
6092162;Harina de trigo (89%), jarabe de glucosa y fructosa, levadura, aceite vegetal (girasol), azúcar, harina de cebada malteada y agente de tratamiento de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara, leche, huevos y semillas de sésamo.;09/11/2019 02:05:21
6092168;Harina de trigo 89%, jarabe de glucosa y fructosa, levadura, aceite vegetal (girasol), sal, harina de cebada malteada y agente de tratamiento de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara, leche, huevos y semillas de sésamo.;09/11/2019 02:05:25
6080847;Harina de trigo 77%, Cereales 6,4%,(harina de triticale 1,3%, harina de centeno 1,2%, copos de avena 1,1%, ,harina de avena 1,0%, harina de espelta 0,5% , harina de arroz 0,4% , harina de alforfón 0,4%, harina de cebada malteada 0,3%, granos de mijo 0,2% ), semillas de sésamo (3,6%), gluten de trigo, azúcar, aceite vegetal (girasol), levadura, sal y agente de tratamiento de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara y leche.;09/11/2019 02:05:29
6080821;Harina de trigo 79%, harina de centeno 7%, gluten de trigo, levadura, aceite vegetal (girasol), harina de centeno malteado tostado, azúcar, sal, harina de cebada malteada y agente de tratamiento de la harina: ácido ascórbico. Este producto contiene : trigo, centeno, cebada y gluten. Puede contener trazas de frutos de cáscara, leche y granos de sésamo;09/11/2019 02:05:33
6092144;Harina de trigo (87%), harina de centeno, grasa vegetal (palma), azúcar, sal, harina de cebada malteada, levadura, gluten de trigo, agente de tratamiento de la harina: ácido ascórbico. Este producto contiene trigo, centeno, cebada y gluten. Puede contener trazas de frutos de cáscara, leche, huevos y semillas de sésamo.;09/11/2019 02:05:37
6091638;Harina integral de trigo (60%), harina de trigo, levadura, gluten de trigo, aceite vegetal (girasol), harina de trigo malteada y agente de tratamiento de la harina: ácido ascórbico. Este producto contiene trigo y gluten. Puede contener trazas de frutos de cáscara, huevos, leche y granos de sésamo.;09/11/2019 02:05:41
6091639;Harina integral de trigo (53%), harina de trigo, levadura, gluten de trigo, aceite vegetal (girasol), harina de trigo malteada y agente de tratamiento de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara, huevos, leche y granos de sésamo.;09/11/2019 02:05:45
6092163;Harina de trigo 88%, levadura, aceite vegetal (girasol), jarabe de glucosa y fructosa, azúcar, sal, harina de cebada malteada y agente de tratamiento de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara, leche, huevos y semillas de sésamo.;09/11/2019 02:05:49
6092166;Harina de trigo (91%), gluten de trigo, levadura, aceite vegetal (girasol) y agente de tratamiento de la harina (ácido ascórbico) Puede contener trazas de frutos de cáscara, leche,huevos y semillas de sésamo.;09/11/2019 02:05:53
6092164;Harina integral de trigo (58%), harina de trigo, levadura, jarabe de glucosa y fructosa, aceite vegetal (girasol), gluten de trigo, sal, harina de trigo malteada y agente de tratamiento de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara, leche, huevos y semillas de sésamo.;09/11/2019 02:05:57
6092178;Harina integral de trigo, harina de trigo, levadura, aceite vegetal (girasol) 2,5%, azúcar, extracto de cebada malteada, sal, agente de tratamiento de la harina (E-300). Puede contener semillas de sésamo.;09/11/2019 02:06:01
6092165;Harina de trigo 88%, levadura, jarabe de glucosa y fructosa, aceite vegetal (girasol) 2,5%, gluten de trigo, harina de cebada malteada y agente de tratamiento de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara, leche, huevos y semillas de sésamo.;09/11/2019 02:06:05
6092148;Harina integral de trigo, harina de trigo, aceite vegetal (girasol)3,2%, levadura, azúcar, extracto de cebada malteada, sal, agente de tratamiento de la harina (E-300). Puede contener semillas de sésamo.;09/11/2019 02:06:09
6092150;Harina integral de trigo, harina de trigo, aceite vegetal (girasol)3,2%, levadura, azúcar, extracto de cebada malteada, sal, agente de tratamiento de la harina (E-300). Puede contener semillas de sésamo.;09/11/2019 02:06:13
6092149;Harina integral de trigo, harina de trigo, aceite vegetal (girasol) 3,2%, levadura, gluten de trigo, extracto de cebada malteada, agente de tratamiento de la harina (E-300). Puede contener semillas de sésamo. Contiene azúcares naturalmente presentes.;09/11/2019 02:06:17
6092147;Harina de trigo, harina integral de trigo, levadura, azúcar, aceite vegetal (girasol)2,2%, gluten de trigo, extracto de cebada malteada, sal, harina de avena (0,8%), harina de cebada (0,7%), harina de centeno (0,6%), semillas de lino marrón, semillas de sésamo, semillas de girasol, salvado de centeno, semillas de lino amarillo, semillas de mijo (0,2%), agente de tratamiento de la harina (E-300).;09/11/2019 02:06:21
6091608;Harina integral de trigo 51%, harina de trigo, levadura, jarabe de glucosa y fructosa, aceite vegetal (girasol) 2,5%, gluten de trigo, sal, harina de trigo malteada y agente de tratamiento de la harina: ácido ascórbico. Este producto contiene gluten y trigo. Puede contener trazas de frutos de cáscara, huevos, leche y granos de sésamo.;09/11/2019 02:06:25
6090629;Harina de trigo 88%, levadura, aceite vegetal (girasol), leche descremada en polvo reconstituida (2%), azúcar, jarabe de glucosa y fructosa, sal, sales minerales: citrato cálcico (0,6%), harina de cebada malteada, gluten de trigo y agente de tratamiendo de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara, huevos y granos de sésamo.;09/11/2019 02:06:29
6090639;Harina de trigo 91%, levadura, aceite vegetal (girasol), gluten de trigo y agente de tratamiento de la harina: ácido ascórbico. Puede contener trazas de frutos de cáscara, huevos, leche y granos de sésamo.;09/11/2019 02:06:33
